batting_team,bowling_team,city,runs_y,result_first_innings
Surrey Stars,Loughborough Lightning,Loughborough,95,0
Surrey Stars,Loughborough Lightning,Loughborough,95,0
Surrey Stars,Loughborough Lightning,Loughborough,95,0
Surrey Stars,Loughborough Lightning,Loughborough,95,0
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
